250 250 10 10 20 10 10 10 10 250 250 20 20 10 10 10 20 20 20 250 250 250 10 10 250 250 250 0 10 10 10 10 10 10 250 10 250 250 20 10 250 10 10 10 250 10 10 10 10 10 250 250 10 250 10 250 250 20 10 20 250 
250 250 10 10 10 10 10 10 10 250 250 20 20 10 10 10 20 20 20 250 250 250 10 10 250 250 250 10 0 10 10 10 10 10 250 10 250 250 20 10 250 10 10 10 250 10 10 10 10 10 250 250 10 250 10 250 250 20 10 20 250 
250 250 10 10 20 10 10 10 10 250 250 10 10 10 10 10 10 10 10 250 250 250 10 10 250 250 250 10 10 0 10 10 10 10 250 10 250 250 10 10 250 10 10 10 250 10 10 20 10 10 250 250 10 250 10 250 250 10 10 10 250 
250 250 10 10 20 10 10 10 10 250 250 20 20 10 10 10 20 20 20 250 250 250 10 10 250 250 250 10 10 10 0 10 10 10 250 10 250 250 10 10 250 10 10 10 250 10 10 10 10 10 250 250 10 250 10 250 250 20 10 20 250 
250 250 10 10 20 10 10 10 10 250 250 10 10 10 10 10 10 10 10 250 250 250 10 10 250 250 250 10 10 10 10 0 10 10 250 10 250 250 10 10 250 10 10 10 250 10 10 20 10 10 250 250 10 250 10 250 250 10 10 20 250 
250 250 10 10 20 10 10 10 10 250 250 10 10 10 10 10 10 10 10 250 250 250 10 10 250 250 250 10 10 10 10 10 0 10 250 10 250 250 10 10 250 10 10 10 250 10 10 20 10 10 250 250 10 250 10 250 250 10 10 10 250 
250 250 10 10 20 10 10 10 10 250 250 10 10 10 10 10 10 10 10 250 250 250 10 10 250 250 250 10 10 10 10 10 10 0 250 10 250 250 10 10 250 10 10 10 250 10 10 20 10 10 250 250 10 250 10 250 250 10 10 20 250 
250 250 250 250 250 250 250 250 250 10 10 250 250 250 250 250 250 250 250 250 250 10 250 250 20 250 250 250 250 250 250 250 250 250 0 250 10 250 250 250 250 250 250 250 10 250 250 250 250 250 10 250 250 10 250 250 250 250 250 250 250 
250 250 10 10 20 10 10 10 10 250 250 20 20 10 10 10 20 20 20 250 250 250 10 10 250 250 250 10 10 10 10 10 10 10 250 0 250 250 20 10 250 10 10 10 250 10 10 10 10 10 250 250 10 250 10 250 250 20 10 20 250 
250 250 250 250 250 250 250 250 250 10 10 250 250 250 250 250 250 250 250 250 250 10 250 250 10 250 250 250 250 250 250 250 250 250 10 250 0 250 250 250 250 250 250 250 10 250 250 250 250 250 10 250 250 10 250 250 250 250 250 250 250 
10 10 250 250 250 250 250 250 250 250 250 250 250 250 250 250 250 250 250 20 10 250 250 250 250 10 10 250 250 250 250 250 250 250 250 250 250 0 250 250 10 250 250 250 250 250 250 250 250 250 250 20 250 250 250 10 10 250 250 250 20 
250 250 10 10 30 20 10 10 10 250 250 10 10 10 20 10 20 10 10 250 250 250 10 10 250 250 250 20 20 10 10 10 10 10 250 20 250 250 0 20 250 10 10 10 250 10 20 20 20 10 250 250 20 250 20 250 250 20 20 10 250 
250 250 10 10 20 10 10 10 10 250 250 10 10 10 10 10 10 10 10 250 250 250 10 10 250 250 250 10 10 10 10 10 10 10 250 10 250 250 20 0 250 10 10 10 250 10 10 20 10 10 250 250 10 250 10 250 250 10 10 20 250 
10 10 250 250 250 250 250 250 250 250 250 250 250 250 250 250 250 250 250 20 10 250 250 250 250 10 10 250 250 250 250 250 250 250 250 250 250 10 250 250 0 250 250 250 250 250 250 250 250 250 250 20 250 250 250 10 10 250 250 250 20 
250 250 10 10 20 10 10 10 10 250 250 10 10 10 10 10 10 10 10 250 250 250 10 10 250 250 250 10 10 10 10 10 10 10 250 10 250 250 10 10 250 0 10 10 250 10 10 10 10 10 250 250 10 250 10 250 250 10 10 10 250 
250 250 10 10 20 10 10 10 10 250 250 10 10 10 10 10 10 10 10 250 250 250 10 10 250 250 250 10 10 10 10 10 10 10 250 10 250 250 10 10 250 10 0 10 250 10 10 20 10 10 250 250 10 250 10 250 250 10 10 20 250 
250 250 10 10 20 10 10 10 10 250 250 10 10 10 10 10 10 10 10 250 250 250 10 10 250 250 250 10 10 10 10 10 10 10 250 10 250 250 10 10 250 10 10 0 250 10 10 10 10 10 250 250 10 250 10 250 250 10 10 10 250 
250 250 250 250 250 250 250 250 250 10 10 250 250 250 250 250 250 250 250 250 250 10 250 250 10 250 250 250 250 250 250 250 250 250 10 250 10 250 250 250 250 250 250 250 0 250 250 250 250 250 10 250 250 10 250 250 250 250 250 250 250 
250 250 10 10 20 10 10 10 10 250 250 10 10 10 10 10 20 10 10 250 250 250 10 10 250 250 250 10 10 10 10 10 10 10 250 10 250 250 10 10 250 10 10 10 250 0 10 20 10 10 250 250 10 250 10 250 250 10 10 20 250 
250 250 10 10 20 10 10 10 10 250 250 10 10 10 10 10 10 10 10 250 250 250 10 10 250 250 250 10 10 10 10 10 10 10 250 10 250 250 20 10 250 10 10 10 250 10 0 10 10 10 250 250 10 250 10 250 250 10 10 20 250 
250 250 20 20 20 20 10 20 10 250 250 20 20 10 10 20 20 20 20 250 250 250 20 20 250 250 250 10 10 20 10 20 20 20 250 10 250 250 20 20 250 10 20 10 250 20 10 0 20 20 250 250 10 250 10 250 250 20 20 30 250 
250 250 10 10 10 10 10 10 10 250 250 20 20 10 10 10 20 20 20 250 250 250 10 10 250 250 250 10 10 10 10 10 10 10 250 10 250 250 20 10 250 10 10 10 250 10 10 20 0 10 250 250 10 250 10 250 250 20 10 20 250 
250 250 10 10 20 10 10 10 10 250 250 10 10 10 10 10 20 10 10 250 250 250 10 10 250 250 250 10 10 10 10 10 10 10 250 10 250 250 10 10 250 10 10 10 250 10 10 20 10 0 250 250 10 250 10 250 250 20 10 10 250 
250 250 250 250 250 250 250 250 250 10 10 250 250 250 250 250 250 250 250 250 250 10 250 250 10 250 250 250 250 250 250 250 250 250 10 250 10 250 250 250 250 250 250 250 10 250 250 250 250 250 0 250 250 10 250 250 250 250 250 250 250 
20 20 250 250 250 250 250 250 250 250 250 250 250 250 250 250 250 250 250 10 10 250 250 250 250 20 10 250 250 250 250 250 250 250 250 250 250 20 250 250 20 250 250 250 250 250 250 250 250 250 250 0 250 250 250 30 30 250 250 250 10 
250 250 10 10 20 10 10 10 10 250 250 20 20 10 10 10 20 20 20 250 250 250 10 10 250 250 250 10 10 10 10 10 10 10 250 10 250 250 20 10 250 10 10 10 250 10 10 10 10 10 250 250 0 250 10 250 250 20 10 20 250 
250 250 250 250 250 250 250 250 250 10 10 250 250 250 250 250 250 250 250 250 250 10 250 250 10 250 250 250 250 250 250 250 250 250 10 250 10 250 250 250 250 250 250 250 10 250 250 250 250 250 10 250 250 0 250 250 250 250 250 250 250 
250 250 10 10 20 10 10 10 10 250 250 20 20 10 10 10 20 20 20 250 250 250 10 10 250 250 250 10 10 10 10 10 10 10 250 10 250 250 20 10 250 10 10 10 250 10 10 10 10 10 250 250 10 250 0 250 250 20 10 20 250 
10 10 250 250 250 250 250 250 250 250 250 250 250 250 250 250 250 250 250 30 20 250 250 250 250 10 10 250 250 250 250 250 250 250 250 250 250 10 250 250 10 250 250 250 250 250 250 250 250 250 250 30 250 250 250 0 10 250 250 250 30 
10 10 250 250 250 250 250 250 250 250 250 250 250 250 250 250 250 250 250 30 20 250 250 250 250 10 10 250 250 250 250 250 250 250 250 250 250 10 250 250 10 250 250 250 250 250 250 250 250 250 250 30 250 250 250 10 0 250 250 250 30 
250 250 10 10 30 20 10 20 20 250 250 10 10 20 20 10 10 10 10 250 250 250 10 10 250 250 250 20 20 10 20 10 10 10 250 20 250 250 20 10 250 10 10 10 250 10 10 20 20 20 250 250 20 250 20 250 250 0 10 20 250 
250 250 10 10 20 10 10 10 10 250 250 10 10 10 10 10 10 10 10 250 250 250 10 10 250 250 250 10 10 10 10 10 10 10 250 10 250 250 20 10 250 10 10 10 250 10 10 20 10 10 250 250 10 250 10 250 250 10 0 20 250 
250 250 10 10 30 20 10 10 20 250 250 20 20 20 20 20 20 20 20 250 250 250 10 20 250 250 250 20 20 10 20 20 10 20 250 20 250 250 10 20 250 10 20 10 250 20 20 30 20 10 250 250 20 250 20 250 250 20 20 0 250 
20 20 250 250 250 250 250 250 250 250 250 250 250 250 250 250 250 250 250 10 10 250 250 250 250 20 10 250 250 250 250 250 250 250 250 250 250 20 250 250 20 250 250 250 250 250 250 250 250 250 250 10 250 250 250 30 30 250 250 250 0 
